Feature,Normalized Importance,Importance
fr_para_hydroxylation,0.058683660835995494,0.05312229578773158
fr_Ar_COO,0.05412817869694391,0.0489985300546642
NHOHCount,0.052490074925995396,0.04751566699173223
fr_ArN,0.046750169288592325,0.042319723849808075
VSA_EState6,0.04580500695172495,0.041464133170712354
fr_COO,0.04263453894697375,0.03859412580009813
SMR_VSA3,0.04163887795283088,0.037692822147911496
fr_phos_ester,0.03848328187860795,0.0348362773166345
fr_Al_OH_noTert,0.03817666134864839,0.03455871476762066
PEOE_VSA13,0.03763855871413571,0.034071607335883776
fr_unbrch_alkane,0.03701471286068392,0.033506882445157656
Chi1n,0.03694873705648394,0.0334471590718095
MolLogP,0.03693031332329387,0.03343048132897453
VSA_EState3,0.036493603342116425,0.03303515771652306
PEOE_VSA14,0.03458406880383919,0.03130658698466729
fr_aryl_methyl,0.034278361909268945,0.031029851487147878
Chi4v,0.03195934742617169,0.028930606628320622
SMR_VSA9,0.03150708509656162,0.028521204540841134
SMR_VSA7,0.027163215902468296,0.024588997502211756
VSA_EState7,0.024790923182570992,0.022441523507471344
fr_amidine,0.02351863090337723,0.02128980451412726
SlogP_VSA4,0.02287671852315511,0.020708725235053894
PEOE_VSA12,0.020648747143977124,0.01869189545781722
VSA_EState1,0.020252551353256792,0.01833324656501349
Partial Molal Hydration Volume-relH+-25C [cm3/mol],0.017027776567072172,0.015414078987529273
fr_Nhpyrrole,0.016791464245239623,0.01520016164018181
SlogP_VSA8,0.015580311135278002,0.014103787746068039
SMR_VSA10,0.01486347392329359,0.01345488415238952
fr_C_O,0.014617470935931293,0.0132321945097674
VSA_EState5,0.013190039114216241,0.011940038322342642
NumAromaticRings,0.011612863380704691,0.010512329235498455
2nd Ionization Energy [eV],0.01097016220593761,0.009930535914790052
VSA_EState4,0.010365912337705467,0.009383549926311354
BCUT2D_MWHI,0.008597612868956495,0.007782829622193025
NumRotatableBonds,0.007949640024576937,0.007196264220321659
Ephile Molecular Weight,0.007438371610336902,0.006733447968893727
SMR_VSA5,0.007356651787364713,0.006659472614496837
VSA_EState9,0.006943137722958753,0.006285146675575752
VSA_EState8,0.006551823262285327,0.0059309165162814
Chi0v,0.006427138799222784,0.005818048218145504
SlogP_VSA5,0.00640503838613639,0.005798042229011876
RingCount,0.006089143310244055,0.005512084069272337
PEOE_VSA1,0.005949027815645177,0.0053852471159791925
NumValenceElectrons,0.004016584087645162,0.0036359382649370246
EState_VSA10,0.003147775965966584,0.002849465823287927
SMR_VSA4,0.0030317469570844734,0.0027444327145488743
TPSA,0.0027721166860455518,0.0025094072260722134
SlogP_VSA1,0.0023472467206506363,0.002124801568355851
EState_VSA1,0.002338084348182463,0.002116507500578929
SlogP_VSA2,0.0021191920405424663,0.0019183592980561133
PEOE_VSA11,0.0020794145627068064,0.0018823514738479186
EState_VSA9,0.001868995988067968,0.0016918739609941035
MolMR,0.0010883673052117756,0.0009852243212082066
Single Ion Hydration Enthalpy [kcal/mol],0.0010674707159892575,0.0009663080713045805
SMR_VSA6,0.0010302923892300435,0.0009326530804117071
ExactMolWt,0.00031605940153917565,0.000286106912484215
Kappa3,7.90975066173473e-05,7.160155114285996e-05
5th Ionization Energy [eV],6.637356958175105e-09,6.008344308415452e-09
Ipc,-8.089562644153341e-28,-7.322926577077233e-28
4th Ionization Energy [eV],-5.474661347874891e-07,-4.955835667312075e-07
MaxEStateIndex,-6.24698274821333e-05,-5.6549652936425464e-05
PEOE_VSA5,-0.0003479538623662742,-0.00031497878172193116
HeavyAtomMolWt,-0.00035506322805175204,-0.00032141440317817553
fr_methoxy,-0.00037653188463703256,-0.00034084850645397125
SlogP_VSA12,-0.0013330783479053338,-0.0012067444548757656
PEOE_VSA3,-0.0013372179737134564,-0.001210491774376575
BertzCT,-0.0021394077072782068,-0.00193665915550508
SPS,-0.0023202934698950866,-0.0021004026379094574
3rd Ionization Energy [eV],-0.002582306812258449,-0.0023375853575127513
PEOE_VSA8,-0.002976623260406992,-0.0026945330103024375
EState_VSA2,-0.0030221675657787004,-0.002735761148202087
BCUT2D_MRLOW,-0.0031384451464397255,-0.0028410192719346807
Chi0n,-0.0033427632399995843,-0.0030259744374143143
fr_bicyclic,-0.004088828793104873,-0.003701336444904936
PEOE_VSA2,-0.004175462442128191,-0.003779759949216452
EState_VSA8,-0.0046730361640634705,-0.004230179334379202
fr_phenol_noOrthoHbond,-0.00580321655717353,-0.005253254178058028
MolWt,-0.005841797024887978,-0.005288178431050419
VSA_EState2,-0.005895199733727873,-0.005336520242969536
1st Ionization Energy [eV],-0.005925527380022376,-0.005363973782405408
PEOE_VSA10,-0.006238880655493476,-0.0056476310244467885
Hydrated Cation Standard Partial Molal Hydrated Entropy [cal/(deg*mol)],-0.007252641625426926,-0.006565319344086005
EState_VSA6,-0.007258517794867959,-0.006570638637509395
EState_VSA3,-0.007432220674619181,-0.006727879948393416
EState_VSA7,-0.007452708528762011,-0.00674642619844542
MaxAbsEStateIndex,-0.007784087373807817,-0.007046400753092195
EState_VSA4,-0.00843713743810057,-0.007637562214141974
PEOE_VSA9,-0.008487876625748337,-0.007683492922892179
SlogP_VSA3,-0.008948357240247881,-0.008100334460374392
LabuteASA,-0.009346749694058427,-0.008460971841707335
EState_VSA5,-0.009827114018410299,-0.008895812738825356
PEOE_VSA7,-0.01028520841058393,-0.009310494192795286
BCUT2D_MWLOW,-0.011620258105566725,-0.0105190231730578
SlogP_VSA7,-0.013376014749921634,-0.012108389317977758
PEOE_VSA6,-0.013490340806330754,-0.012211880860568859
PEOE_VSA4,-0.014035339052288948,-0.012705230416699954
SlogP_VSA6,-0.014900456802751275,-0.013488362218236906
NumAromaticHeterocycles,-0.014971524942083309,-0.013552695333535064
SMR_VSA2,-0.016677078345026033,-0.015096615925096408
SlogP_VSA11,-0.01904922140320464,-0.017243954441341185
fr_nitrile,-0.02060953603591663,-0.018656400329345676
Atomic Number,-0.020971361495468317,-0.018983936117195618
VSA_EState10,-0.02177310244618574,-0.01970969724597346
fr_phenol,-0.024497438942170848,-0.02217585234099205
fr_HOCCN,-0.027285284854360176,-0.02469949815736041
NOCount,-0.03139567474320521,-0.028420352384371978
HeavyAtomCount,-0.0357653865233529,-0.0323759529448223
NumSaturatedRings,-0.036064278673173356,-0.03264651952102428
Chi1,-0.038285336344799664,-0.0346570907927022
Kappa1,-0.03963990513468171,-0.03588328907167539
MinAbsEStateIndex,-0.041700411882575714,-0.03774852459677579
fr_halogen,-0.04210132424987858,-0.038111443083070344
NumSaturatedCarbocycles,-0.043300887372879834,-0.039197325356403925
BCUT2D_LOGPHI,-0.04711508586987093,-0.04265005781828196
NumSaturatedHeterocycles,-0.047827714533546103,-0.043295151701643574
SMR_VSA1,-0.04790803789254926,-0.04336786293292744
AvgIpc,-0.04918596612417003,-0.044524683767697366
fr_Ar_NH,-0.05062149287664037,-0.04582416774108226
MinEStateIndex,-0.054571478820394675,-0.049399819271206145
fr_Ndealkylation1,-0.05683230267546141,-0.05144638814305041
BCUT2D_MRHI,-0.0593897488183427,-0.053761468840606355
NumHAcceptors,-0.06299275057459268,-0.05702301936919619
SlogP_VSA10,-0.0638038013416622,-0.057757208036592796
Chi2v,-0.07217955327323063,-0.06533920215923152
fr_Ndealkylation2,-0.07230815626776659,-0.06545561763532153
BalabanJ,-0.0795486318311555,-0.07200992387734559
Chi3v,-0.1063860558141845,-0.09630400428571628
BCUT2D_CHGHI,-0.10665175197459782,-0.09654452080806798
fr_SH,-0.11439318859068012,-0.10355231275361156
FpDensityMorgan2,-0.1330902913837344,-0.1204775183525271
fr_ester,-0.15120723945678516,-0.13687754964909626
fr_aldehyde,-0.15321599410296746,-0.13869593754377277
fr_priamide,-0.16237558469327928,-0.146987487077346
fr_pyridine,-0.17595228165271937,-0.1592775402441959
fr_COO2,-0.1817412322172575,-0.16451788039695817
fr_lactone,-0.1836012953529584,-0.16620166805899086
fr_imidazole,-0.20603353810101466,-0.18650803984064873
NumHDonors,-0.20941082253559068,-0.18956526394931925
fr_morpholine,-0.2157049414127156,-0.1952628983496034
Standard Reduction Potentials to Neutral [V],-0.21994971072957897,-0.19910539706200123
fr_NH0,-0.22634088588185605,-0.20489088985563095
fr_Ar_OH,-0.2693635466656987,-0.24383635575152593
fr_allylic_oxid,-0.28394876021867077,-0.2570393498635252
fr_NH2,-0.3239676672888552,-0.29326572340939805
fr_NH1,-0.3988799980740422,-0.36107872173683253
FractionCSP3,-0.4020429298628452,-0.36394190708770535
MaxPartialCharge,-0.4075549463278953,-0.36893155778215614
fr_N_O,-0.46376923841397377,-0.41981850329907416
Chi4n,-0.4750571819635794,-0.4300367048825302
fr_ketone,-0.6232845521299168,-0.5642167831128215
MaxAbsPartialCharge,-0.644090161173779,-0.583050674896785
fr_imide,-0.6566845001920102,-0.5944514667534352
fr_sulfonamd,-0.7633626361135499,-0.691019871140229
fr_nitro_arom,-0.9848953065380782,-0.8915582131129127
fr_tetrazole,-1.2348468615495118,-1.1178222233802537
